name,"Number of Reviews, Minimum Nights Correl",minNights,Total Reviews
Modern 2-bedroom loft in  Bucktown/Wicker Park,0.0,32,2
Relaxing 1-Bedroom in shared 420-F penthouse loft,0.0,32,19
Charming 1-bedroom in shared 420-F penthouse loft.,0.0,32,17
2 Bed City-view 420-F Loft w/ Shared Living & Roof,0.0,32,4
Safest Area brand NEW 4bed next to Wrigley Field!!,0.0,32,13
2 bedroom/2 bathroom apartment  near Downtown,0.0,32,3
Ultra Sleek Rolex Suite (Garden Unit),0.0,32,1
Level River North Studio,0.0,32,1
"Loop Studio w/ Gym & W/D, nr L & Millennium Park",0.0,32,1
"Logan Sq Studio w/ Roof & Gym, 1 block to L",0.0,32,1
East Pilsen neighborhood gem,0.0,2,1
Beautiful Penthouse Apt with Queen By Downtown,0.0,32,2
Private room in shared apt C,0.0,32,18
"Logan Sq Studio w/ Roof & Gym, 1 block to L",0.0,32,1
Great super studio to WF-Lake-Boystown-M,0.0,32,18
"Logan Sq 1BR w/ Roof & Gym, 1 block to L",0.0,32,2
"Loop Studio w/ Gym & W/D, nr L & Millennium Park",0.0,32,1
"Loop Studio w/ Gym & W/D, nr El & Millennium Park",0.0,32,2
Luxe 1 Bedroom Condo in South Loop,0.0,32,4
Cozy Large One Bedroom with Indoor Fireplace,0.0,32,4
"Medical District 1BR w/ Gym & W/D, 1 block to L",0.0,32,1
"Lakefront, Redline & Metra Trains all minutes away",0.0,32,2
"Medical District Studio w/ Gym & W/D, 1 block to L",0.0,32,1
"Streeterville Studio w/ Gym, Pool, nr Navy Pier",0.0,32,1
Your own private 4 bedroom house in Wrigley!,0.0,32,6
Spacious 2 Bed/2 Bath Apartment in West Town!,0.0,32,5
"Lakeview 2BR w/ Patio, W/D, nr Wrigley Field",0.0,32,1
High ceilings SPACIOUS entire floor 2Bed 2Bath apt,0.0,32,1
30+ Day Rental-3 Bed/2 Bath Duplex  Bonus 2nd LVR,0.0,32,13
Welcome to Chicago,0.0,32,1
Luxury condo near Magnificent Mile,0.0,32,4
"Convenient, cozy & affordable studio with 2 beds",0.0,3,1
Little Bohemia E Rogers Park near Evanston & Lake,0.0,32,14
"Rogers Park Brownstone full floor, Newly Renovated",0.0,32,5
Lovely 1 Bedroom 1 Bath unit in Lakeview!,0.0,32,3
"cheerful residential home,your room is here!!",0.0,32,2
The Roscoe Village Guest Suite,0.0,32,2
Modern one bedroom close to McCormick!,0.0,32,18
"W. Loop Studio w/ Gym, Pool, Coworking, nr UIC",0.0,32,1
"Vintage, Bright, Plant Lover's Logan Square Haven",0.0,32,27
"Large 2BR w/office, laundry, garage parking",0.0,32,3
Entire 1 bedroom unit in bronzeville.,0.0,32,5
Lovely spacious studio with  queen & twin beds,0.0,32,5
Very clean neighborly 1 bed sublease in Bridgeport,0.0,90,3
Beautiful cozy one bedroom,0.0,32,22
Comfortable furnished studio with bath & kitchen,0.0,32,8
The Landmark: Bronzeville Row House & Rooftop Deck,0.0,32,19
The Lil Cozy Room,0.0,32,2
CORNER KING BED 2BR/2BA W LAKE VIEW + BALCONY!,0.0,32,2
A Solid 2 Bedroom - Townhouse,0.0,32,24
"Medical District 2BR w/ Gym & W/D, 1 block to L",0.0,32,3
"Medical District 2BR w/ Gym & W/D, 1 block to L",0.0,32,1
Cozy one bedroom with semi-private beach access,0.0,32,10
Feel at Home in West Lincoln Park,0.0,32,7
MODERN 1 BD 1Ba KING SZ BED IN HYDE PARK AREA,0.0,32,25
Urban Sanctuary South Loop near McCormick Place#,0.0,32,7
"Room1 in the center of Hyde Park, U Chicago campus",0.0,1000,5
"Medical District 1BR w/ Gym & W/D, 1 block to L",0.0,32,1
Room T4,0.0,8,5
Room T5,0.0,25,11
New Family Friendly Apt! Free Parking & WiFi!,0.0,32,19
Chic minimalist Studio across  from Grant Park!!!,0.0,32,6
Private Room G,0.0,31,13
Modern cozy bedroom in historic home |Free parking,0.0,32,18
Room T3,0.0,90,6
"Streeterville Studio w/ Gym, Pool, nr Navy Pier",0.0,32,2
Modern Wicker Park townhome,0.0,15,6
Classy Logan Square unit with amazing roof deck.,0.0,32,1
Beautiful and comfortable apartment,0.0,14,3
Downtown Chicago Apartment Near Navy Pier,0.0,32,1
"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",0.0,32,2
Wicker Park Coachhouse,0.0,32,21
Bright and Spacious Logan Square Home,0.0,32,6
La Casita II,0.0,32,15
Boho Nook In Vintage Building By O’Hare,0.0,32,4
"Wicker Park 1BR w/ W/D, 1 block to L, Six Corners",0.0,32,2
Nice&clean 1 bedroom apartment with free parking,0.0,32,17
Grand Studio in the Heart of Lakeview!,0.0,32,10
Sunny Charming 2BR/1BA Medical District Monthly,0.0,28,5
Hugh's Haven...Albany Park Spacious 2 bedroom,0.0,32,17
1BR Apartment at Presidential Towers,0.0,32,2
Medical District Gem.,0.0,32,6
Level Brand New Executive One Bedroom & Office,0.0,32,2
"Streeterville Studio w/ Gym, Pool, nr Navy Pier",0.0,32,1
"Sweet Home Chicago (house) - free parking, by Sox",0.0,3,1
Charming private bedroom-s,0.0,32,1
Charming Master bedroom with private bath-s,0.0,32,3
Charming private bedroom,0.0,32,3
"Lakeview Studio w/ Rooftop Pool, nr Wrigley Field",0.0,32,1
Sophisticated 1BR Condo in Rogers Park!,0.0,32,4
Downtown + City Views! Work Remote [30+ day],0.0,32,3
Modern and Huge - 3 bed / 3.5 Bath + Office,0.0,32,1
A Spacious townhouse 2 bedrooms 3 beds 2 Bathrooms,0.0,32,13
Charming Master bedroom with private bath,0.0,32,2
Modern 3bed/2bath near heart of Chicago downtown.,0.0,32,17
Comfortable modern clean garden unit.,0.0,32,7
"Modern ap.close to train, Restaurants,Coffee shops",0.0,32,10
Safe/ EZ Traveling Apt. 2BED/1BATH,0.0,32,10
"River N. 1BR w/ Gym, Rooftop, 1 block to L",0.0,32,1
"Great Views, Balcony & High Ceilings",0.0,32,2
"W. Loop Studio w/ Gym, Pool, Coworking, nr UIC",0.0,32,2
Level Brand New Luxe Two Bedroom Corner Suite,0.0,32,2
Balcony Lake Views: Corner King Bed 2br/2ba!,0.0,32,2
BEAUTIFUL Modern 1 BR Condo in South Loop,0.0,32,2
BEAUTIFUL 🍀💕420 FRIENDLY 2BED 2BATH CONDIMINIUM,0.0,32,25
Safest area in Roscoe Village next to famous park!,0.0,32,13
Room in newly rehabbed apartment,0.0,500,4
"Gold Coast 3BR w/ Gym, Roof, nr Water Tower",0.0,32,1
Green Botanical House in a Brand-new Building,0.0,32,9
Convenient King Private 1BR for Professionals #2,0.0,28,3
Convenient & Cozy Private 1BR for Professionals #1,0.0,21,5
PEACEFUL PLACE,0.0,30,5
"Gold Coast 2BR w/ Gym, Roof, nr Water Tower",0.0,32,1
Penthouse Lincoln Park Condo with Rooftop Patio,0.0,32,6
GREAT LOCATION - WIFI & GYM - NEAR MICHIGAN AVE,0.0,32,1
Lovely 2 bedroom apartment in chicago,0.0,32,1
"Loop 1BR w/ Gym, Roof, nr Millennium Park",0.0,32,1
Peaceful Lake Front views + Rooftop & Gym,0.0,32,1
Condo in Greystone Building,0.0,32,4
Modern 2 BR Condo minutes from Beach & Museums,0.0,32,28
Wicker Park Condo with Home Office,0.0,32,2
Spacious and Sunny 1Br Right on The Lake,0.0,33,1
"Loop 1BR w/ Gym, Roof, nr Millennium Park",0.0,32,1
Newly Built - Open Concept Unit  LINCOLN SQUARE,0.0,32,21
Large Couple Bedroom w/ Queen Bed & 5min to Metro,0.0,32,23
LT 420 Friendly - 2 Private Bedrooms FREEParking,0.0,32,3
"Loop 1BR w/ W/D, Gym, Rooftop Pool, 2 blocks to L",0.0,32,1
PRIVATE ROOM 5 minutes to the City,0.0,32,5
AVONDALE/LOGAN SQUARE APARTMENT/STUDIO,0.0,32,7
No1 LOCATION NEXT TO MICHIGAN AVE | WiFi | NETFLIX,0.0,32,1
7LC3a32 Cozy Night's Stay -Small Cozy Room,0.0,32,2
Private Room in Great Location to City,0.0,32,28
Private Room in GREAT LOCATION to CITY,0.0,32,11
"Lakeview 1BR w/ Rooftop Pool, nr Wrigley Field",0.0,32,2
Level New Luxe Two Bedroom Corner Suite,0.0,32,1
Level New Junior Two Bedroom,0.0,32,1
Bronzeville Gem: Bdrm/Office in HUGE 4 Bdrm Condo,0.0,32,4
Bronzeville Gem: Guest Bdrm#4 in HUGE 4 Bdrm Condo,0.0,32,3
Bronzeville Gem: Guest Bdrm#3 in HUGE 4 Bdrm Condo,0.0,32,3
Bronzeville Gem: Master Bdrm in HUGE 4 Bdrm Condo,0.0,32,3
Beautiful apartment super near Wrigley Field-M,0.0,32,18
Bronzeville Gem: 4 BDRMS for Medium-Long Term Stay,0.0,32,3
EXCELLENT LOCATION ON MICHIGAN AVE & CHESTNUT +GYM,0.0,31,2
"Logan Sq 2BR w/ Gym, Roof, 1 block to L",0.0,32,2
Humboldt Park apt w/grocery|restaurants nearby,0.0,32,12
"Bright, sunny & spacious!  Entire 2BR Logan Square",0.0,32,2
Light-filled cozy studio in the heart of Hyde Park,0.0,70,1
*Big Blue* Eclectic 3bdrm/1bath Bronzeville Gem,0.0,32,25
"Logan Sq 2BR w/ Gym, Roof, 1 block to L",0.0,32,1
Amazing 1 Bedroom in Prime Lakeview Location,0.0,32,1
FAST WIFI - SAFE - GOLD COST - 24/7 GYM - DOWNTOWN,0.0,32,1
Super Modern Fulton Market Condo in West Loop,0.0,32,4
Corporate Housing King Bed,0.0,32,8
"Loop 1BR w/ Gym, Roof, nr Millennium Park",0.0,32,1
"Loop 1BR w/ Gym, Roof, nr Millennium Park",0.0,32,1
Corporate Housing,0.0,32,3
Charming One-Bedroom Apartment,0.0,32,11
Updated Humboldt Park 2B/2B,0.0,28,1
MICHIGAN AVE 1 BEDROOM Modern ROOF TOP SUNDECK BBQ,0.0,32,1
Gold Stone,0.0,32,4
Beautiful One Bedroom in the Heart of the Loop!,0.0,32,2
HoyneCorp #1 2b/1 bath Amazing family neighborhood,0.0,32,3
Hoyne Corp #2  Wonderful neighborhood 3bed/2bath,0.0,32,3
Hoyne Penthouse #3 4 bed 2 bath Best Neighborhood,0.0,32,1
COZY City Apartment in Little Italy Neighborhood,0.0,32,23
Pac-Man Place steps from Wrigley Field!,0.0,32,23
Lakeview  | 2 bed + office | Great neighborhood,0.0,32,6
MICHIGAN AVE & CHESTNUT - 24/7 GYM - DOWNTOWN+WiFi,0.0,32,7
Level Brand New Two Bedroom Corner Suite,0.0,32,3
DESIGNER CONDO Whole Foods | IDEAL LONG STAY | BBQ,0.0,32,4
Chicago's One & Only: Urban Beach House,0.0,6,2
Level ◆ Luxe Brand New Two Bedroom Corner Suite,0.0,32,2
Entire 2BR Apt by IIT. Green & Red Line. Parking.,0.0,32,4
Level Brand New Junior Two Bedroom,0.0,32,4
Level Luxe One Bedroom,0.0,32,4
"River N. Studio w/ Gym, Pool, nr L stop",0.0,32,1
"River N. Studio w/ Gym, Pool, nr L stop",0.0,32,3
"River N. 1BR w/ Gym, Pool, nr L stop & Beach",0.0,32,1
Beautiful appointed bedroom free parking/printing,0.0,30,7
Studio Flat in Chicago's Beautiful Lakeview - Walking Distance to Lakeshore Drive,0.0,32,1
Cozy Condo steps from Wrigley Field!,0.0,32,12
Casa de Walter,0.0,32,6
"River N. 1BR w/ Gym, Pool, nr L stop & Beach",0.0,32,1
Modern artistic Confortable quaite space .,0.0,32,1
"River N. 1BR w/ Gym, Pool, nr L stop & Beach",0.0,32,3
Private Modern Luxury Room in Chicago Hyde Park R1,0.0,32,17
Modern Luxury Private Room in Chicago Hyde Park R3,0.0,32,28
"River N. 1BR w/ Gym, Pool, nr L stop & Beach",0.0,32,1
Versatile Visions23- Private Room,0.0,32,4
Modern SW Facing Two Bed In The  Heart Of Downtown,0.0,32,7
Pilsen steps to Damen Pink Line - New 2bed/1bath,0.0,32,14
NEW NORTH-EXP KING BED + PRIVATE BALCONY + VIEWS!!,0.0,32,1
NEW PENTHOUSE LUX 1BR APARTMENT + PRIVATE TERRACE!,0.0,32,2
Cute studio apartment BuenaPark-M,0.0,32,28
30 E. Huron #3201 Private Residence,0.0,32,1
Bright Penthouse 52nd floor Condo!,0.0,32,3
Spacious 1B\1B cozy apartment in the West Loop,0.0,2,1
Airy Hubbard St Condo - with Charm!,0.0,3,2
Versatile Visions23- Private Room (Master Bedroom),0.0,32,2
"S. Loop 1BR w/ Pool, Lounge, nr CTA Trains",0.0,32,1
Everything Excellent,0.0,32,1
*Magnificent Mile Chicago Condo*,0.0,32,8
"S. Loop Studio w/ Pool, Gym, nr Grant Park",0.0,32,1
"S. Loop 2BR w/ Pool & Gym, nr CTA Train",0.0,32,1
Sunny Skyline Views! 3BD/2BA w/ Private Roof Deck,0.0,32,20
The Cozy Room on Garfield Square,0.0,32,4
Close to UIC Medical district,0.0,25,13
Cozy room next to IIT,0.0,32,9
"Becky's Innovation,  cozy Garden apartment.",0.0,32,7
Shoreline Estates,0.0,32,13
Spacious and vibrant Bridgeport apartment,0.0,32,3
"W. Town 3BR, nr Blue Line, Wicker Park",0.0,32,1
Cloud space,0.0,32,2
"W. Loop 1BR, nr Loop & Dining, nr L",0.0,32,3
1 BR Wicker Park Artist Hideaway,0.0,32,1
Vintage Luxury-Fully Furnished- Spacious 3BR/1BA,0.0,32,3
Bucktown/ Wicker Park Sunny 1BR with King Bed,0.0,32,3
The Corner Garden Place,0.0,28,27
New Condo w/ Private Rooftop Deck Steps from Lake!,0.0,32,1
"Streeterville 2BR, nr CTA & Lakefront Trail",0.0,32,1
"Lakeview 2BR, nr L, nr Wrigley Field",0.0,32,1
Large Studio Apartment in Lakeview East Chicago,0.0,32,4
HIGH SPEED WIFI Whole Foods | Ideal for Long Stays,0.0,32,3
7LB2a32 Cozy Night's Stay -Queen Bedroom,0.0,32,6
Private Studio Apartment,0.0,32,2
30 E. Huron #4108 Private Residence,0.0,32,3
"Lincoln Park 2BR, nr L & Clark St dining",0.0,32,1
GROUP LUX in Old Town 4bd/3ba (+Rooftop/Parking),0.0,32,5
Hip Lakeview Loft,0.0,32,5
Spacious One Bedroom in Old Town/ Gold Coast (New),0.0,32,10
"""EL Jefe"" Chicago walk to the blue line station!",0.0,32,3
Smart River W. 2BR w/ W/D next to L,0.0,32,1
Zen- 1 bedroom,0.0,32,1
Great accessibility,0.0,32,10
"Private, sunny 2bed/3bath duplex with parking",0.0,32,1
Chicago OASIS - Modern | Ideal locale | Private,0.0,32,19
Wrigley Roscoe Garden Unit,0.0,32,4
"Lincoln Park Studio w/ W/D, Patio, nr L",0.0,32,2
Private Room in Beautiful Apartment + Free Parking,0.0,32,4
Beautiful Private Room with Free Parking,0.0,32,1
2 Bed Garden Apt in West Town,0.0,3,2
30 E. Huron #1210 Private Residence,0.0,32,2
30 E. Huron #2205 Private Residence,0.0,32,2
30 E. Huron #4005 Private Residence,0.0,32,3
MedDistrict 3bed/2bath Entire Floor + Free Laundry,0.0,32,7
1 Bedroom - Shared Apartment - NEAR Downtown R2G,0.0,32,2
New BEST LOCATION WiFi | IDEAL FOR LONG STAYS,0.0,32,2
PERFECT LOCATION DOWNTOWN MICHIGAN AVE & CHESTNUT,0.0,32,1
FANTASTIC LOCATION| WiFi | LONG STAY | STUDIO UNIT,0.0,28,2
"Apartment close to Midway and Downtown! 1bdr, 1bth",0.0,32,13
A private place to call home,0.0,32,7
W/Breakfast! By Metra & Jackson Park Hospital,0.0,29,10
"Gold Coast 2BR w/ Gym, Rooftop, nr MagMile",0.0,32,2
HighSpeed WIFI Gorgeous 1BD/1BA LAKEVIEW Apartment,0.0,32,4
Beautiful Vintage Home  Old Growth Forest Backyard,0.0,32,3
"River N. 1BR w/ Gym, Rooftop, nr. L & Parks",0.0,32,1
Wicker Park Apartment w Rooftop and Balcony,0.0,32,1
CUTE plant filled studio,0.0,32,10
Lovely private townhouse in quiet Budlong Woods,0.0,14,5
Artfully Designed Single Family Home West Loop,0.0,32,18
qB1b32x Luxurious Stay - Two Bedroom Suite,0.0,32,5
Attached bath. UChicago Hospital. Train.,0.0,32,6
"Loop 2BR w/ Gym, Doorman, nr L & Parks",0.0,32,1
Private room | 600MBPS WIFI | Free parking,0.0,32,23
Amazing City Get Away. Perfect for Entertaining!,0.0,32,6
South Shore Beauty Close to everything,0.0,32,2
Chicago's Home Away From Home - Bedroom #2,0.0,14,3
Chicago all-inclusive  2nd Fl Nr Hyde Park Lake,0.0,32,1
"Loop 2BR w/ Gym, Doorman, nr L & Parks",0.0,32,2
Stunning 1BR in the Heart of Vibrant Pilsen,0.0,30,26
Central Large One Bedroom With City & Lake Views,0.0,32,4
"S. Loop Studio, nr L, Grant Park & Sheed",0.0,32,3
"S. Loop Studio, nr L, Grant Park & Shedd",0.0,32,1
"Loop 2BR w/ Gym, Roof, nr Riverwalk & the L",0.0,32,1
"Loop 1BR w/ Gym, Roof, nr Riverwalk & the L",0.0,32,2
Cozy Emmaculate Private Bedroom Lincoln Square,0.0,32,16
"Spacious, Work Friendly Townhouse w/ 2 car garage",0.0,32,5
Cozy studio for two near Lincoln Park,0.0,32,3
"Lincoln Park Studio w/ W/D, nr L & New City",0.0,32,1
"Loop 1BR w/ Gym, Doorman, nr L & Parks",0.0,32,1
"Loop 1BR w/ Gym, Doorman, nr L & Parks",0.0,32,1
"Loop 1BR w/ Gym, Doorman, nr L & Parks",0.0,32,3
qC1b32x Luxury Double Full Beds,0.0,32,20
Unique Modern Lincoln Park Loft,0.0,32,2
Gorgeous Home near Wrigley Field,0.0,30,2
Chicago uptown,0.0,30,1
"Luxury Condominium, Heart of Old Town/ Gold Coast",0.0,32,10
2 Newly Built Luxury Condos with Private Roofdeck!,0.0,2,1
The Orleans - Entire Building - With Rooftop Deck!,0.0,2,1
High Floor Luxury with a View,0.0,32,7
7LC2b32 Comfy Bedroom,0.0,32,8
Garden apartment in historic home near downtown,0.0,32,12
Junior 1 Bedroom Surf Shack in Uptown,0.0,32,12
Entire 2 Bdrm Apt Lincoln Square,0.0,32,6
Large One Bedroom in Heart of Old Town/ Gold Coast,0.0,32,10
Furnished Gold Coast Studio #713,0.0,7,2
Logan Video Game Studio Duplex,0.0,2,1
2 Bedrooms for 4: King & Queen Beds Long Term Stay,0.0,32,2
qB1d32x Luxurious Stay - Two Bedroom Suite,0.0,32,2
Room B8,0.0,32,9
Primary Bedroom with King bed for Long Term Stay,0.0,32,1
Lovely 3 bedroom near Lake Michigan with parking.,0.0,3,2
Chicago Loop High Floor Unit w/ Huge Windows!,0.0,32,1
Chicago uptown stylish,0.0,7,1
30 E. Huron #2603 Private Residence,0.0,32,7
7LC4x32 Cozy Night's Stay,0.0,32,17
7LC3c32 Cozy Night's Stay - Small Cozy Room,0.0,32,9
7LB3a32 Cozy Night's Stay - Small Cozy Room,0.0,32,10
7LC2c32 Comfy Bedroom,0.0,32,11
Enclose Bath. UChicago Hospital 3blks. Train 2blks,0.0,32,1
3BR W/Parking! By Metra: UChicago McCormickPl DTWN,0.0,29,14
"W. Loop 1BR w/ Pool, Gym, nr. Fulton Mkt",0.0,32,1
River North luxury 1-bedroom condo,0.0,32,1
"W. Loop 1BR w/ Gym, Pool, nr. Fulton Mkt",0.0,32,1
"Loop 1BR w/ Pool, Gym, nr. Financial District",0.0,32,2
"Loop 2BR w/ Pool, Gym, nr. Financial District",0.0,32,1
W/Breakfast! By Metra & Jackson Park Hospital,0.0,20,8
"W. Loop 1BR w/ Gym, Pool, nr Fulton Mkt",0.0,32,2
"Loop 1BR w/ Pool, Gym, nr Theatre District",0.0,32,1
Luxurious stay @ modern apartment Mins to Downtown,0.0,32,30
"Loop 1BR w/ Gym, Pool, nr Chicago Riverwalk",0.0,32,1
eB1ih1 Large quiet bedrm near U of Chicago/Hyde Pk,0.0,32,10
"River N. 1BR w/ Gym, Pool, nr. Oak St Beach",0.0,32,1
Heidi's Hideaway,0.0,32,20
"Loop 2BR w/ Pool, Gym, nr. Financial District & L",0.0,32,2
"Condo in the hottest area of Chicago, River North.",0.0,32,1
Stunning views & Location in the heart of downtown,0.0,32,2
Spacious Chicago Hyde Park/Kenwood  1 bedroom unit,0.0,14,4
Room B4,0.0,32,3
"Loop Studio w/ Pool, Gym, nr. Financial District",0.0,32,1
"Loop 1BR w/ Pool, Gym, nr. the L & Millennium Park",0.0,32,1
"Loop 1BR w/ Gym, Roofdeck, nr Millennium Park",0.0,32,1
Gold Coast Studio nr the L & Oak St Beach,0.0,32,1
"Loop Studio w/ Pool, Gym, nr. Theatre District & L",0.0,32,1
"Loop Studio w/ Pool, Gym, nr. Merchandise Mart & L",0.0,32,2
"Loop 1BR w/ Pool, Gym, nr. Theatre District & L",0.0,32,1
"Loop 1BR w/ Gym, Pool, W/D, nr. Millennium Park",0.0,32,1
Room B7,0.0,32,14
Bridgeport_cp 1R 2bed/1bath + Free Laundry,0.0,32,11
Bridgeport_cp 1F Open Live/Work Apt + Free Laundry,0.0,32,8
Room B3,0.0,32,17
C1 Double Queen in Chicago,0.0,1125,1
"Immaculate 2-Story Duplex w/Garage, Decks & Garden",0.0,32,1
"Luxury High-Rise in West Loop, 25th Floor!",0.0,32,5
"Loop Studio w/ Gym, Pool, nr. Chicago Riverwalk",0.0,32,2
C4 Cozy Night's Stay - Room in Chicago,0.0,1125,1
KING BED CORNER APT in DOWNTOWN CHI + BALCONY!,0.0,32,2
ELITE LOCATION 2BED|2BATH HANCOCK TOWER LAUNDRY#2,0.0,32,3
A Family Home@ U. Chicago,0.0,5,1
B4 Cozy Night's Stay - Queen Bedroom in Chicago,0.0,1125,2
B3 Cozy Night's Stay - Small Room in Chicago,0.0,1125,2
B2 Cozy Night's Stay - Comfy Bedroom in Chicago,0.0,1125,1
"Loop Studio w/ Pool, Gym, nr. Theatre District",0.0,32,1
"Loop Studio w/ Gym, Roofdeck, nr. Millennium Park",0.0,32,2
"W. Loop Studio w/ Pool, Gym, nr. Restaurant Row",0.0,32,3
"Loop 1BR w/ Gym, Pool, nr. Financial District",0.0,32,2
"Loop 1BR w/ Pool, Gym, nr. the L & Riverwalk",0.0,32,1
"Loop Studio w/ Pool, Gym, nr. Theatre District",0.0,32,2
Charming Upgraded Bungalow,0.0,32,10
Entire private room in two bed unit.,0.0,32,21
Room B5,0.0,32,14
"Loop Studio w/ Gym, Pool, nr Financial District",0.0,32,1
"W. Loop Studio w/ Gym, Pool, nr. Restaurant Row",0.0,32,1
"Loop 1BR w/ Gym, Pool, W/D, nr. Financial District",0.0,32,3
"Loop Studio w/ Pool, Gym, nr. Financial District",0.0,32,3
Bridgeport_cp 2F 2bed/1bath + Free Laundry,0.0,32,12
Bridgeport_cp 2R 2bed/1bath + Free Laundry,0.0,32,12
Bridgeport_cp 3F 2bed/1bath + Free Laundry,0.0,32,10
MedDistrict Chic 1bed/1bath + Free Laundry,0.0,32,10
Modern Oasis 4min to University & Hospital,0.0,10,9
Ideally located in the Bucktown Area.,0.0,32,1
Bridgeport_cp 3R 2bed/1bath + Free Laundry,0.0,32,12
Bridgeport_cp LF Loft Studio + Free Laundry,0.0,32,8
Bridgeport_cp LR Loft Studio + Free Laundry,0.0,32,10
7 STAR THE MALIA OASIS #4-4Bdr/2.5Ba +Office Space,0.0,32,11
W/Parking! By Metra & Jackson Park Hospital,0.0,29,16
"Loop 1BR w/ Gym, Pool, nr. Financial District",0.0,32,2
Stunning Loft Stay Experience,0.0,32,1
"Loop Studio w/ Gym, Pool, nr. Financial District",0.0,32,4
"Loop 1BR w/ Deck, Gym, W/D, nr. W. Loop & the L",0.0,32,3
Hidden Gem w/private Bath. Walk to Univ/hospital,0.0,10,8
"Loop 1BR w/ Gym, Pool, nr. Financial District",0.0,32,1
Hidden Gem 4mins walk to Hospital & University,0.0,10,8
Room B2,0.0,32,9
"Wicker Park 1BR w/ W/D, nr. Damen & Milwaukee",0.0,32,2
Corner 2Bed 2Bath Downtown - Gym Hottub & Parking,0.0,32,8
"Gold Coast 1BR w/ Gym, Pool, nr. Magnificent Mile",0.0,32,1
Comfy HOME AWAY FROM HOME ~ Kick Back | ❤️ CHICAGO,0.0,32,29
Beautiful guest suite in charming neighborhood,0.0,30,14
Private room b1,0.0,32,9
Lux Apartment - Amazing Location in the loop!,0.0,32,1
Roose Westside Pad,0.0,32,12
Bright + Modern 1BR Home in Heart of Bucktown,0.0,3,1
Fabulous First Floor Flat,0.0,28,1
short term space in Dunning area close to O’hare,0.0,32,17
Splendid Quiet Two Bedrooms w/Pvt Bath - Near Lake,0.0,2,1
Luxury 2BDR w/ King Bed Centrally Located in Loop,0.0,32,1
"W. Loop 1BR w/ Gym, Pool, W/D, nr the L & Restos",0.0,32,1
"Lakeview Studio, w/ W/D, Gym, nr Lincoln Park",0.0,32,1
"Lincoln Park 2BR w/ W/D, nr. Lakefront Trail",0.0,32,2
"Luxury 2BR, King Bed, Self Check-in, Near Downtown",0.0,32,13
Beautiful South Loop Loft With Private balcony,0.0,32,13
"W. Loop 1BR w/ Gym, Pool, nr Fulton Mkt",0.0,32,1
"Loop 1BR w/ Roof deck & Gym, nr Michigan Avenue",0.0,32,2
Cozy Private Bedroom,0.0,32,2
Loop 1BR w/ Fitness center nr W. Loop & the L,0.0,32,3
"S. Loop Studio w/ Gym, Pool, W/D, nr the L",0.0,32,2
"Loop 1BR w/ Gym, Roofdeck, nr. Financial District",0.0,32,2
"W. Loop Studio w/ Gym, Pool, W/D, nr RR",0.0,32,1
"Lakeview 1BR Studio, nr Lakefront & Lincoln Park",0.0,32,1
Loop 1BR w/ Gym & Theatre Room nr Grant Park,0.0,32,1
Beautiful condo steps from the Magnificent Mile!,0.0,32,5
✔Self Checkin✔Business✔Blazing WIFI✔Family✔,0.0,32,27
